3, 6, 3, 0, 0, 0, 0, 0, 0
6, 12, 6, 44, 44, 7, 0, 7, 1
9, 18, 9, 55, 55, 3, 0, 3, 3
12, 24, 12, 47, 47, 0, 0, 0, 1
15, 30, 15, 116, 116, 2, 0, 2, 5
18, 36, 18, 437, 437, 19, 0, 19, 8
21, 42, 21, 599, 599, 26, 0, 26, 7
24, 48, 24, 688, 688, 23, 0, 23, 2
27, 54, 27, 504, 504, 10, 0, 10, 11
30, 60, 30, 664, 664, 15, 0, 15, 8
33, 66, 33, 1140, 1140, 26, 0, 26, 17
36, 72, 36, 1441, 1441, 25, 0, 25, 19
39, 78, 39, 1303, 1303, 17, 0, 17, 17
42, 84, 42, 1017, 1017, 6, 0, 6, 11
45, 90, 45, 2458, 2458, 35, 0, 35, 28
48, 96, 48, 2088, 2088, 34, 0, 34, 14
51, 102, 51, 2578, 2578, 35, 0, 35, 22
54, 108, 54, 3804, 3804, 52, 0, 52, 27
57, 114, 57, 4391, 4391, 60, 0, 60, 27
60, 120, 60, 2990, 2990, 25, 0, 25, 42
63, 126, 63, 5861, 5861, 71, 0, 71, 55
66, 132, 66, 4680, 4680, 42, 0, 42, 43
69, 138, 69, 6297, 6297, 68, 0, 68, 57
72, 144, 72, 8341, 8341, 93, 0, 93, 51
75, 150, 75, 9055, 9055, 100, 0, 100, 50
78, 156, 78, 8421, 8421, 87, 0, 87, 69
81, 162, 81, 9069, 9069, 83, 0, 83, 79
84, 168, 84, 7128, 7128, 50, 0, 50, 50
87, 174, 87, 10971, 10971, 91, 0, 91, 83
90, 180, 90, 11800, 11800, 103, 0, 103, 77
93, 186, 93, 9308, 9308, 51, 0, 51, 75
96, 192, 96, 13882, 13882, 107, 0, 107, 85
99, 198, 99, 11281, 11281, 71, 0, 71, 78
102, 204, 102, 12346, 12346, 83, 0, 83, 82
105, 210, 105, 16163, 16163, 118, 0, 118, 92
108, 216, 108, 17075, 17075, 118, 0, 118, 98
111, 222, 111, 17988, 17988, 118, 0, 118, 104
114, 228, 114, 17738, 17738, 105, 0, 105, 123
117, 234, 117, 20400, 20400, 142, 0, 142, 92
120, 240, 120, 19689, 19689, 120, 0, 120, 64
123, 246, 123, 21405, 21405, 123, 0, 123, 123
126, 252, 126, 22258, 22258, 126, 0, 126, 126
129, 258, 129, 23531, 23531, 134, 0, 134, 124
132, 264, 132, 24742, 24742, 137, 0, 137, 127
135, 270, 135, 26119, 26119, 139, 0, 139, 131
138, 276, 138, 30450, 30450, 193, 0, 193, 83
141, 282, 141, 28465, 28465, 145, 0, 145, 137
144, 288, 144, 30308, 30308, 154, 0, 154, 134
147, 294, 147, 31559, 31559, 163, 0, 163, 131
150, 300, 150, 31736, 31736, 156, 0, 156, 144
153, 306, 153, 34255, 34255, 160, 0, 160, 146
156, 312, 156, 33822, 33822, 145, 0, 145, 167
159, 318, 159, 28245, 28245, 109, 0, 109, 112
162, 324, 162, 35267, 35267, 158, 0, 158, 166
165, 330, 165, 39174, 39174, 163, 0, 163, 167
168, 336, 168, 39663, 39663, 149, 0, 149, 187
171, 342, 171, 42131, 42131, 183, 0, 183, 159
174, 348, 174, 42226, 42226, 165, 0, 165, 183
177, 354, 177, 43972, 43972, 172, 0, 172, 182
180, 360, 180, 45926, 45926, 187, 0, 187, 173
183, 366, 183, 36346, 36346, 105, 0, 105, 115
186, 372, 186, 49308, 49308, 194, 0, 194, 178
